"day","quarter","doq","gdp_gr","prediction_pmi_bench","prediction_news","prediction_news_cci","se_pmi_bench","se_news","se_news_cci","nowcast_number","quarter_of_nc"
"2007-01-17",2006-10-01,17,0.859449800611888,0.918572721599136,0.767781776866374,0.753618456500101,0.00349551978606439,0.00840302657740817,0.0112002733965074,1,2007-01-01
"2007-01-17",2007-01-01,17,0.300835666705653,0.974309541090778,1.07238192562795,1.10677084562492,0.453567059479311,0.595283629656999,0.649531512619628,2,2007-01-01
"2007-01-18",2006-10-01,18,0.859449800611888,0.918572721599136,0.772257504615966,0.760349793224929,0.00349551978606439,0.00760249648104046,0.00982081146409524,1,2007-01-01
"2007-01-18",2007-01-01,18,0.300835666705653,0.974309541090778,1.07247573087196,1.10669399488166,0.453567059479311,0.595428388626575,0.649407645090636,2,2007-01-01
"2007-01-19",2006-10-01,19,0.859449800611888,0.918572721599136,0.776580829443463,0.766698435373094,0.00349551978606439,0.00686726638251325,0.00860281575366019,1,2007-01-01
"2007-01-19",2007-01-01,19,0.300835666705653,0.974309541090778,1.06987204972978,1.10298469938828,0.453567059479311,0.591416958414831,0.643443070633671,2,2007-01-01
"2007-01-20",2006-10-01,20,0.859449800611888,0.918572721599136,0.782395420429276,0.775130473014661,0.00349551978606439,0.00593737750532648,0.00710974900644848,1,2007-01-01
"2007-01-20",2007-01-01,20,0.300835666705653,0.974309541090778,1.06925103289919,1.10224639663365,0.453567059479311,0.590462175002347,0.642259158043721,2,2007-01-01
"2007-01-21",2006-10-01,21,0.859449800611888,0.918572721599136,0.788007726337411,0.783438983579023,0.00349551978606439,0.00510396997663986,0.00577764430600376,1,2007-01-01
"2007-01-21",2007-01-01,21,0.300835666705653,0.974309541090778,1.06866132521202,1.10147187968637,0.453567059479311,0.589556241860739,0.641018345536101,2,2007-01-01
"2007-01-22",2006-10-01,22,0.859449800611888,0.918572721599136,0.793810273953916,0.792135236610267,0.00349551978606439,0.00430854745988257,0.00453125052672828,1,2007-01-01
"2007-01-22",2007-01-01,22,0.300835666705653,0.974309541090778,1.06934669972469,1.10206189502987,0.453567059479311,0.590609207871985,0.641963468954643,2,2007-01-01
"2007-01-23",2006-10-01,23,0.859449800611888,0.918572721599136,0.797304421139799,0.797635098343381,0.00349551978606439,0.00386204818972997,0.00382105741654421,1,2007-01-01
"2007-01-23",2007-01-01,23,0.300835666705653,0.974309541090778,1.06860729666966,1.10016241396583,0.453567059479311,0.589473275777596,0.638923248885534,2,2007-01-01
"2007-01-24",2006-10-01,24,0.859449800611888,0.918572721599136,0.8000994449218,0.802032795669954,0.00349551978606439,0.00352246472053997,0.00329671245650203,1,2007-01-01
"2007-01-24",2007-01-01,24,0.300835666705653,0.974309541090778,1.06811762880271,1.09868295964648,0.453567059479311,0.588721609359505,0.636560302853013,2,2007-01-01
"2007-01-25",2006-10-01,25,0.859449800611888,0.918572721599136,0.802916325330537,0.818645686477012,0.00349551978606439,0.00319603382738715,0.00166497573033201,1,2007-01-01
"2007-01-25",2007-01-01,25,0.300835666705653,0.974309541090778,1.06815746079984,1.12369092390373,0.453567059479311,0.588782735691929,0.677090774298517,2,2007-01-01
"2007-01-26",2006-10-01,26,0.859449800611888,0.918572721599136,0.806117995656675,0.763523695428179,0.00349551978606439,0.00284428141978085,0.00920181765571597,1,2007-01-01
"2007-01-26",2007-01-01,26,0.300835666705653,0.974309541090778,1.06800774469359,1.09915302063439,0.453567059479311,0.588552997244336,0.637310597583787,2,2007-01-01
"2007-01-27",2006-10-01,27,0.859449800611888,0.918572721599136,0.808535065294974,0.752911154209109,0.00349551978606439,0.00259231027239137,0.0113504831773363,1,2007-01-01
"2007-01-27",2007-01-01,27,0.300835666705653,0.974309541090778,1.06768208663184,1.06918765430235,0.453567059479311,0.588053431753613,0.59036477684379,2,2007-01-01
"2007-01-28",2006-10-01,28,0.859449800611888,0.918572721599136,0.810737814835402,0.757291786614698,0.00349551978606439,0.00237285755828859,0.0104362598238501,1,2007-01-01
"2007-01-28",2007-01-01,28,0.300835666705653,0.974309541090778,1.06750621888579,1.06853124623798,0.453567059479311,0.587783735580201,0.58935650283347,2,2007-01-01
"2007-01-29",2006-10-01,29,0.859449800611888,0.918572721599136,0.812355908297371,0.760715354684056,0.00349551978606439,0.0022178346933313,0.00974849081267596,1,2007-01-01
"2007-01-29",2007-01-01,29,0.300835666705653,0.974309541090778,1.06759815343645,1.06837195945663,0.453567059479311,0.587924711057598,0.589111960689918,2,2007-01-01
"2007-01-30",2006-10-01,30,0.859449800611888,0.918572721599136,0.811554587021041,0.76046320166183,0.00349551978606439,0.00229395148491288,0.00979834677169963,1,2007-01-01
"2007-01-30",2007-01-01,30,0.300835666705653,0.974309541090778,1.0673400486102,1.0362531855721,0.453567059479311,0.587528967478875,0.540838927055678,2,2007-01-01
"2007-01-31",2007-01-01,31,0.300835666705653,1.01888434387223,1.11099987107852,1.0836814900946,0.515593902780667,0.656366038047122,0.612847583197521,1,2007-01-01
"2007-02-01",2007-01-01,32,0.300835666705653,1.05003024844901,1.15240439530374,1.11570867958694,0.561292521313598,0.725169299526163,0.664018027122219,1,2007-01-01
"2007-02-02",2007-01-01,33,0.300835666705653,1.01077325999775,1.1358744334137,1.09306593654868,0.50401138636938,0.697289741905294,0.627628800455559,1,2007-01-01
"2007-02-03",2007-01-01,34,0.300835666705653,1.01077325999775,1.13418061668772,1.09137784915755,0.50401138636938,0.694463805660613,0.624956942235809,1,2007-01-01
"2007-02-04",2007-01-01,35,0.300835666705653,1.01077325999775,1.13300475921861,1.09059939007946,0.50401138636938,0.692505398533835,0.623726738757261,1,2007-01-01
"2007-02-05",2007-01-01,36,0.300835666705653,1.01077325999775,1.1318801285389,1.08965705750737,0.50401138636938,0.690634897543703,0.622239186586358,1,2007-01-01
"2007-02-06",2007-01-01,37,0.300835666705653,1.01077325999775,1.1291958105104,1.08631464016778,0.50401138636938,0.686180527844225,0.616977217751118,1,2007-01-01
"2007-02-07",2007-01-01,38,0.300835666705653,1.01077325999775,1.12652568960756,1.08300912551568,0.50401138636938,0.681764013919748,0.611795319666849,1,2007-01-01
"2007-02-08",2007-01-01,39,0.300835666705653,1.01077325999775,1.12500729061741,1.08084990979557,0.50401138636938,0.679258865661342,0.608422219423141,1,2007-01-01
"2007-02-09",2007-01-01,40,0.300835666705653,1.01077325999775,1.12241471706582,1.07708568243523,0.50401138636938,0.674992135990707,0.602564086920175,1,2007-01-01
"2007-02-10",2007-01-01,41,0.300835666705653,1.01077325999775,1.11963449557701,1.07302599844905,0.50401138636938,0.670431522161101,0.59627790843798,1,2007-01-01
"2007-02-11",2007-01-01,42,0.300835666705653,1.01077325999775,1.11840507662887,1.07088632099553,0.50401138636938,0.668419740042205,0.592978010172262,1,2007-01-01
"2007-02-12",2007-01-01,43,0.300835666705653,1.01077325999775,1.11755038876567,1.0692168243729,0.50401138636938,0.667022937229564,0.59040960345806,1,2007-01-01
"2007-02-13",2007-01-01,44,0.300835666705653,1.01077325999775,1.11532555648075,1.0659428794914,0.50401138636938,0.663393780545852,0.58538904705677,1,2007-01-01
"2007-02-14",2007-01-01,45,0.300835666705653,1.01077325999775,1.11394707563153,1.06422344848707,0.50401138636938,0.66115016332542,0.582760905373151,1,2007-01-01
"2007-02-15",2007-01-01,46,0.300835666705653,1.01077325999775,1.11188221168908,1.06140375199619,0.50401138636938,0.65779649812955,0.578463812362514,1,2007-01-01
"2007-02-16",2007-01-01,47,0.300835666705653,1.01077325999775,1.10966228731508,1.05900605474456,0.50401138636938,0.654200502206472,0.574822337299069,1,2007-01-01
"2007-02-17",2007-01-01,48,0.300835666705653,1.01077325999775,1.10622204831653,1.05512033102746,0.50401138636938,0.648647223684268,0.56894535483106,1,2007-01-01
"2007-02-18",2007-01-01,49,0.300835666705653,1.01077325999775,1.10405035073458,1.05268971510337,0.50401138636938,0.645153828639691,0.565284510092031,1,2007-01-01
"2007-02-19",2007-01-01,50,0.300835666705653,1.01077325999775,1.1021742567143,1.05069661584959,0.50401138636938,0.642143535837042,0.562291443051044,1,2007-01-01
"2007-02-20",2007-01-01,51,0.300835666705653,1.01077325999775,1.09908220389614,1.04705807145707,0.50401138636938,0.637197534136607,0.556847877352993,1,2007-01-01
"2007-02-21",2007-01-01,52,0.300835666705653,1.01077325999775,1.09577931698482,1.04384586864853,0.50401138636938,0.631935407119162,0.552064160191199,1,2007-01-01
"2007-02-22",2007-01-01,53,0.300835666705653,1.01077325999775,1.09334140897241,1.04132174438281,0.50401138636938,0.628065351525781,0.548319631233694,1,2007-01-01
"2007-02-23",2007-01-01,54,0.300835666705653,1.01077325999775,1.09255042720548,1.04201912939827,0.50401138636938,0.626812261993303,0.549352925369012,1,2007-01-01
