"quarter","gdp_gr"
1980-01-01,0.31407741404319
1980-04-01,-2.08195798315742
1980-07-01,-0.118925438062334
1980-10-01,1.8477468485921
1981-01-01,1.94047266803601
1981-04-01,-0.743835315034502
1981-07-01,1.19038875069215
1981-10-01,-1.09557631202328
1982-01-01,-1.56584018269079
1982-04-01,0.455139794138049
1982-07-01,-0.38299934280559
1982-10-01,0.0400007865810181
1983-01-01,1.30918308749912
1983-04-01,2.25001645449137
1983-07-01,1.97923783068283
1983-10-01,2.06471982740037
1984-01-01,1.93592971005696
1984-04-01,1.7130055100596
1984-07-01,0.959393118098717
1984-10-01,0.817422921914179
1985-01-01,0.964314731614735
1985-04-01,0.876620007486117
1985-07-01,1.51572603738277
1985-10-01,0.740699182869164
1986-01-01,0.929415155361291
1986-04-01,0.449285554507561
1986-07-01,0.952120945350288
1986-10-01,0.534959416711622
1987-01-01,0.739106799354161
1987-04-01,1.07240675207461
1987-07-01,0.86343963330755
1987-10-01,1.70238373325571
1988-01-01,0.515551288075322
1988-04-01,1.30547376755246
1988-07-01,0.584259520477559
1988-10-01,1.32365693740351
1989-01-01,1.01126439262114
1989-04-01,0.760202780034724
1989-07-01,0.738005651708917
1989-10-01,0.196787302096091
1990-01-01,1.08695324620918
1990-04-01,0.362312883683913
1990-07-01,0.0665595235616934
1990-10-01,-0.914574064807105
1991-01-01,-0.469038914850728
1991-04-01,0.776665189406245
1991-07-01,0.504086035340556
1991-10-01,0.34793883481079
1992-01-01,1.19014184214254
1992-04-01,1.07846685927111
1992-07-01,0.983260299874544
1992-10-01,1.03745537233149
1993-01-01,0.166804526206121
1993-04-01,0.580482877342448
1993-07-01,0.476020047476133
1993-10-01,1.35098230200761
1994-01-01,0.965685203258815
1994-04-01,1.3460821575336
1994-07-01,0.582882489940673
1994-10-01,1.13905818667881
1995-01-01,0.354152646081296
1995-04-01,0.297878746508928
1995-07-01,0.847127226070654
1995-10-01,0.67678667469302
1996-01-01,0.746258673100009
1996-04-01,1.65418668089075
1996-07-01,0.893034293271278
1996-10-01,1.03301550493686
1997-01-01,0.643369133807603
1997-04-01,1.65150510026741
1997-07-01,1.24083863193789
1997-10-01,0.850235504937125
1998-01-01,0.998748988635079
1998-04-01,0.921429648192174
1998-07-01,1.25108150769364
1998-10-01,1.59638624905245
1999-01-01,0.935048512744707
1999-04-01,0.831278184957007
1999-07-01,1.31717032857814
1999-10-01,1.62735356710666
2000-01-01,0.362136900805154
2000-04-01,1.80490103449795
2000-07-01,0.101880670371735
2000-10-01,0.595263578489025
2001-01-01,-0.328337244914323
2001-04-01,0.622560991477172
2001-07-01,-0.401443904181775
2001-10-01,0.274398630235773
2002-01-01,0.83288055688957
2002-04-01,0.610837169347
2002-07-01,0.405687404737876
2002-10-01,0.123528724397381
2003-01-01,0.525260076584999
2003-04-01,0.881723045286797
2003-07-01,1.64952025859435
2003-10-01,1.15403670474024
2004-01-01,0.565052023890189
2004-04-01,0.771964991894158
2004-07-01,0.944122988517115
2004-10-01,1.01503913211332
2005-01-01,1.10325505292366
2005-04-01,0.491415030862363
2005-07-01,0.780758170113138
2005-10-01,0.553979237207614
2006-01-01,1.3364138447713
2006-04-01,0.258418574889951
2006-07-01,0.149843604008026
2006-10-01,0.855777556541604
2007-01-01,0.30038406171311
2007-04-01,0.609898291468092
2007-07-01,0.574373110930715
2007-10-01,0.626271551219482
2008-01-01,-0.427677559003214
2008-04-01,0.593662593131583
2008-07-01,-0.526642380278375
2008-10-01,-2.21334127394854
2009-01-01,-1.14136313599023
2009-04-01,-0.178810721762801
2009-07-01,0.35057715471396
2009-10-01,1.07511353792447
2010-01-01,0.483331022067901
2010-04-01,0.962934982260855
2010-07-01,0.768127270500329
2010-10-01,0.523736364445071
2011-01-01,-0.23748667360497
2011-04-01,0.674303746866656
2011-07-01,-0.0223152255784953
2011-10-01,1.11678968114646
2012-01-01,0.835094181879015
2012-04-01,0.445341626632256
2012-07-01,0.143924376486204
2012-10-01,0.115573741575048
2013-01-01,0.981725926551569
2013-04-01,0.267278826513717
2013-07-01,0.84778965524972
2013-10-01,0.867964023826318
2014-01-01,-0.345692814966014
2014-04-01,1.28356902291493
2014-07-01,1.20806483257816
2014-10-01,0.504458601543334
2015-01-01,0.896454787692491
2015-04-01,0.617494658253648
2015-07-01,0.399446211569021
2015-10-01,0.184309172710506
2016-01-01,0.577846651847125
2016-04-01,0.320609566267294
2016-07-01,0.706885919110434
2016-10-01,0.552768528621073
2017-01-01,0.485708733103607
2017-04-01,0.558311101297804
2017-07-01,0.785431525684821
2017-10-01,1.12074277693939
2018-01-01,0.810119454916958
2018-04-01,0.529421230376848
2018-07-01,0.621760482522582
2018-10-01,0.141543998318383
2019-01-01,0.541631653224961
2019-04-01,0.82624533584017
2019-07-01,1.12581444358728
2019-10-01,0.639270811649517
2020-01-01,-1.37223703656453
2020-04-01,-8.21977489503976
2020-07-01,7.47291401362116
2020-10-01,1.02990263332288
2021-01-01,1.27732823312847
2021-04-01,1.50831397984987
2021-07-01,0.811074072836959
2021-10-01,1.68253790296209
2022-01-01,-0.498921881323078
2022-04-01,-0.141372169320064
2022-07-01,0.656459277974619
2022-10-01,0.633412102881614
2023-01-01,0.554838573622085
2023-04-01,0.509820303405206
2023-07-01,1.18680054211655
2023-10-01,0.834909526688676
2024-01-01,0.349914471880375
